,Unnamed: 0,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",affiliation,lab_size,Highest_degree,Degree_area,Publication Rate,Other Journals Published In,duration of Career(Years),DOI,Title,Creator/Author,Journal Name,Sponsoring Org.,NAME,ADDRESS,STATE,COUNTRY,COUNTY,SOURCE,WEBSITE,UNI_RANKS,UNI_NAMES,UNI_AREAS
49,49.0,"Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown",The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,mBio 3(6): 2012,10.1128/mBio.00495-12,2012.0,mBio,,1.0,,,Duplicated western blots,1,1/20/2015,,1.0,,1.0,"School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom.",29.0,,,3.857142857,27.0,7.0,https://doi.org/10.1371/journal.pone.0240324,The effect of sleep on public good contributions and punishment: Experimental evidence,"Clark, Jeremy; Dickinson, David L.",PLOS ONE,National Science Foundation,UNIVERSITY OF SAINT KATHERINE,1637 CAPALINA ROAD,CA,USA,SAN DIEGO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=488785,www.usk.edu,50,Université PSL,Europe
50,50.0,"Anusha M. Gopalakrishnan, and Nirbhay Kumar",Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum,mBio 4(3): 2013,10.1128/mBio.00252-13,2013.0,mBio,,,1.0,,Duplicated agarose gel panels,1,2/3/2015,,1.0,,1.0,"Department of Tropical Medicine, Tulane University, School of Public Health and Tropical Medicine, New Orleans, Louisiana, USA.",5.0,Doctor of Philosophy,Philosophy,1.090909091,12.0,11.0,https://doi.org/10.1371/journal.pone.0258979,A multi-proxy assessment of the impact of environmental instability on Late Holocene (4500-3800 BP) Native American villages of the Georgia coast,"Garland, Carey J.; Thompson, Victor D.; Sanger, Matthew C.; Smith, Karen Y.; Andrus, Fred T.; Lawres, Nathan R.; Napora, Katharine G.; Colaninno, Carol E.; Compton, J. Matthew; Jones, Sharyn; Hadden, Carla S.; Cherkinsky, Alexander; Maddox, Thomas; Deng, Yi-Ting; Lulewicz, Isabelle H.; Parsons, Lindsey",PLOS ONE,National Science Foundation,TOTALLY COSMO SCHOOL OF MODERN COSMETOLOGY,110 N BROADWAY,OK,USA,MCCURTAIN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=488828,totallycosmo.com,51,University of Bristol,Europe
51,51.0,"Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, and Roland R. Arnold",Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide,"Infect. Immun. June 1996, p. 2282Ä2287 Vol. 64, No. 6",PMID: 8675338,1996.0,IAI,,,,1,"Cut, and duplicated SDS PAGE parts",1,,,,1.0,1.0,"Department of Biomedical Sciences and Periodontics, Baylor College of Dentistry, Dallas, Texas, USA.",11.0,,,10.33333333,62.0,6.0,https://doi.org/10.1371/journal.pcbi.1009523,Better tired than lost: Turtle ant trail networks favor coherence over short edges,"Chandrasekhar, Arjun; Marshall, James A.; Austin, Cortnea; Navlakha, Saket; Gordon, Deborah M",PLoS computational biology,National Science Foundation,U.S. TRUCK DRIVER TRAINING SCHOOL,6500 15 MILE ROAD,MI,USA,MACOMB,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=488837,https://ustdts.edu/,52,Delft University of Technology,Europe
52,52.0,"Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho",Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus,"Infection, and Immunity, Jan. 1999, p. 80Ä87 Vol. 67, No. 1",PMID: 9864199,1999.0,IAI,,1.0,,,"Identical microscopy panels, might be error",1,,,,1.0,1.0,"Department of Biochemistry and Molecular Biology, Wright State University School of Medicine, Dayton, Ohio 45435, USA. bwilson@wright.edu",9.0,PhD Chemistry,,7.6,76.0,10.0,https://doi.org/10.1371/journal.pone.0240429,Detecting inversions with PCA in the presence of population structure,"Nowling, Ronald J.; Manke, Krystal R.; Emrich, Scott J.",PLOS ONE,National Science Foundation,PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA,15605 CARMENITA ROAD,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490045,ptsa.edu,53,University of Wisconsin-Madison,North America
53,53.0,"S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, and S.K. Maheswaran",Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes,"Infection, and Immunity, Jan. 2000, p. 72Ä79 Vol. 68, No. 1",10.1128/IAI.68.1.72-79.2000,2000.0,IAI,,,1.0,,Multiple cases of shifted or duplicated blot panels,1,,,,1.0,1.0,"Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 55108, USA.",19.0,DVM,,5.0,130.0,26.0,https://doi.org/10.1371/journal.pcbi.1009189,Rational design of complex phenotype via network models,"Gameiro, Marcio; Gedeon, Tomáš; Kepley, Shane; Mischaikow, Konstantin",PLOS Computational Biology,National Science Foundation,HCI COLLEGE,1764 NORTH CONGRESS AVENUE,FL,USA,PALM BEACH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490054,www.hci.edu/,54,The University of Warwick,Europe
54,54.0,"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran","Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine Leukocytes, Which Induces Biological Effects","Infection, and Immunity, Oct. 2001, p. 6131Ä6139 Vol. 69, No. 10",10.1128/IAI.69.10.6131-6139.2001,2001.0,IAI,,,,1,Multiple cases of shifted or duplicated blot panels,1,,,,1.0,1.0,"Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 55108, USA.",11.0,DVM,,5.0,130.0,26.0,https://doi.org/10.1371/journal.pone.0240930,"The prehistoric roots of Chinese cuisines: Mapping staple food systems of China, 6000 BC–220 AD","Liu, Xinyi; Reid, Rachel E.",PLOS ONE,National Science Foundation,GREAT LAKES TRUCK DRIVING SCHOOL,27740 ROYALTON ROAD,OH,USA,LORAIN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490072,greatlakestds.com/,55,City University of Hong Kong,Asia
55,55.0,"Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, and Shigeyuki Hamada",Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells,"Infect. Immun. Feb. 2003, p. 948Ä955 Vol. 71, No. 2",10.1128/IAI.71.2.948-955.2003,2003.0,IAI,,1.0,,,"duplicated blots, two sets",1,,,,1.0,1.0,"Department of Oral and Molecular Microbiology, Osaka University Graduate School of Dentistry, 1-8 Yamadaoka, Japan. okahashi@dent.osaka-u.ac.jp",15.0,,,1.666666667,30.0,18.0,https://doi.org/10.1371/journal.pcbi.1008341,Canard analysis reveals why a large Ca2+ window current promotes early afterdepolarizations in cardiac myocytes,"Kimrey, Joshua; Vo, Theodore; Bertram, Richard",PLOS Computational Biology,National Science Foundation,AMERICA EVANGELICAL UNIVERSITY,1818 SOUTH WESTERN AVENUE SUITE 409,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490081,www.aeu.edu/,56,Brown University,North America
56,56.0,"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka",Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells,"Infection and Immunity 73: Feb. 2003, p. 766Ä773",10.1128/IAI.71.2.766-773.2003,2003.0,IAI,,,1.0,,multiple cases of duplicated bands within same blot,CHECK,,,,1.0,1.0,"Laboratoire de Gastroentérologie et Nutrition, Faculté de Médecine, Université de Nice-Sophia Antipolis, 06107 Nice Cedex 2, France.",13.0,,,1.636363636,18.0,11.0,https://doi.org/10.1371/journal.pcbi.1008210,Ten simple rules for building an antiracist lab,"Chaudhary, V. Bala; Berhe, Asmeret Asefaw",PLOS Computational Biology,National Science Foundation,GADSDEN TECHNICAL INSTITUTE,201 MARTIN LUTHER KING JR BOULEVARD,FL,USA,GADSDEN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490090,www.gadsdentech.org,57,University of Amsterdam,Europe
57,57.0,"Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, and Kenneth L. Bost",Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast,"Infect. Immun. Mar. 2003, p. 1209Ä1216",10.1128/IAI.71.3.1209-1216.2003,2003.0,IAI,,1.0,,,duplicated microscopoy images,CHECK,,,,1.0,1.0,"Department of Biology, University of North Carolina at Charlotte, Charlotte, North Carolina 28223, USA. lwschrum@email.uncc.edu",13.0,,,3.125,50.0,16.0,https://doi.org/10.1371/journal.pone.0256470,Splitting Gaussian processes for computationally-efficient regression,"Terry, Nick; Choe, Youngjun",PLOS ONE,National Science Foundation,LOS ANGELES ACADEMY OF FIGURATIVE ART,16926 SATICOY STREET,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490124,laafa.edu,58,Tokyo Institute of Technology,Asia
58,58.0,"Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi",Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide,"Infect. Immun. Mar. 2004, p. 1223Ä1229 Vol. 72, No. 3",10.1128/IAI.72.3.1223-1229.2004,2004.0,IAI,,,1.0,,Mirrored blot,1,,,,1.0,1.0,"Department of Pediatrics, Dalhousie University, Halifax, Nova Scotia B3J 3G9, Canada.",13.0,,,0.909090909,10.0,11.0,https://doi.org/10.1371/journal.pone.0241539,Modeling the load of SARS-CoV-2 virus in human expelled particles during coughing and speaking,"Wang, Yang; Xu, Guang; Huang, Yue-Wern",PLOS ONE,National Science Foundation,WORLD CLASS ACADEMY OF BEAUTY CAREERS,516 WEST ORANGE AVENUE,FL,USA,LEON,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490142,https://www.worldclassacademybeautycareers.com,59,Monash University,Oceania
59,59.0,"Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, and Neil Hunter",Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease,"Infect. Immun. Mar. 2005, p. 1386Ä1398 Vol. 73, No. 3",10.1128/IAI.73.3.1386-1398.2005,2005.0,IAI,,,1.0,,Overlapping microscopy panels,1,,,,1.0,1.0,"Institute of Dental Research, Westmead Millennium Institute and Centre for Oral Health, Westmead Hospital, P.O. Box 533, Wentworthville, Sydney, NSW 2145, Australia. plwyun@yahoo.com",9.0,,,1.0,4.0,4.0,https://doi.org/10.1371/journal.pcbi.1009713,A hybrid stochastic-deterministic approach to explore multiple infection and evolution in HIV,"Kreger, Jesse; Komarova, Natalia L.; Wodarz, Dominik",PLOS Computational Biology,National Science Foundation,ALLIED HEALTH CAREERS INSTITUTE,1237 COMMERCE PARK,TN,USA,RUTHERFORD,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490151,www.ahci.edu,59,Shanghai Jiao Tong University,Asia
60,60.0,"Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, and G. Scott Worthen",Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury,"Infection, and Immunity, Mar. 2005, p. 1754Ä1763 Vol. 73, No. 3",10.1128/IAI.73.3.1754-1763.2005,2005.0,IAI,,,1.0,,Overlapping microscopy panels,1,,,,1.0,1.0,"Division of Respiratory Infections, Department of Medicine, National Jewish Medical and Research Center, 1400 Jackson St., Neustadt D-403, Denver, CO 80206, USA. JeyaseelanS@NJC.org",11.0,DVM,,5.8,58.0,10.0,https://doi.org/10.1371/journal.pgen.1009089,Automated feature extraction from population wearable device data identified novel loci associated with sleep and circadian rhythms,"Li, Xinyue; Zhao, Hongyu",PLOS Genetics,National Science Foundation,SACRAMENTO ULTRASOUND INSTITUTE,2233 WATT AVENUE,CA,USA,SACRAMENTO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490160,sui.edu,61,Technical University of Munich,Europe
61,61.0,"Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes",The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production,"Infect. Immun. Feb. 2006, p. 1148Ä1155 Vol. 74, No. 2",10.1128/IAI.74.2.1148-1155.2006,2006.0,IAI,,1.0,,,Duplicated blot panel within other panel,1,,,,1.0,1.0,"Department of Pediatrics, Children's Hospital, Room 2.300, University of Texas Medical Branch, 301 University Blvd., Galveston, TX 77555, USA.",15.0,,,3.466666667,52.0,15.0,https://doi.org/10.1371/journal.pbio.3000757,Metabolic excretion associated with nutrient–growth dysregulation promotes the rapid evolution of an overt metabolic defect.,"Green R, Sonal",PLoS biology,National Science Foundation,MEDICAL PREP INSTITUTE OF TAMPA BAY,2304 E BUSCH BOULEVARD,FL,USA,HILLSBOROUGH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490179,www.medicalprepinstitute.org,62,Ludwig-Maximilians-Universität München,Europe
62,62.0,"Catherine J. Hunter, Monica Williams, Mikael Petrosyan, Yigit Guner, Rahul Mittal, Dennis Mock, Jeffrey S. Upperman, Henri R. Ford, and Nemani V. Prasadarao",Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii-Induced Nitric Oxide both In Vitro and in the Newborn Rat Model of Necrotizing Enterocolitis__,"Infect. Immun. Mar. 2009, p. 1031Ä1043 Vol. 77, No. 3",10.1128/IAI.01192-08,2009.0,IAI,,,1.0,,"Overlapping microscopy, mirrored blot panels, multiple cases",1,,,,1.0,1.0,Department of Surgery.,19.0,,,11.8,59.0,5.0,https://doi.org/10.1371/journal.pcbi.1008230,Paired fruit flies synchronize behavior: Uncovering social interactions in Drosophila melanogaster,"Klibaite, Ugne; Shaevitz, Joshua W.",PLOS Computational Biology,National Science Foundation,ELITE INSTITUTE OF COSMETOLOGY,1619 CHILLICOTHE STREET,OH,USA,SCIOTO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490188,www.iloveelite.com/#!/pageHome,63,University of Texas at Austin,North America
63,63.0,"Suleyman Felek, and Eric S. Krukonis",The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__,"Infection, and Immunity, Feb. 2009, p. 825Ä836 Vol. 77, No. 2",10.1128/IAI.00913-08,2009.0,IAI,,,1.0,,Mirrored microscopy image,1,,,,1.0,1.0,"Department of Biologic and Materials Sciences, University of Michigan School of Dentistry, University of Michigan School of Medicine, Ann Arbor, Michigan, USA.",5.0,,,1.9,19.0,10.0,https://doi.org/10.1371/journal.pcbi.1008267,Protein-protein interactions in neurodegenerative diseases: A conspiracy theory,"Thompson, Travis B.; Chaggar, Pavanjit; Kuhl, Ellen; Goriely, Alain",PLOS Computational Biology,National Science Foundation,REGAN CAREER INSTITUTE,11350 VALLEY BOULEVARD,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490197,rci.edu,64,Ruprecht-Karls-Universität Heidelberg,Europe
64,64.0,"Paola Massari, Jay Gunawardana, Xiuping Liu, and Lee M. Wetzler",Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__,"Infect. Immun. Mar. 2010, p. 994Ä1003 Vol. 78, No. 3",10.1128/IAI.00156-09,2010.0,IAI,,,1.0,,"Duplicated blot panels, different exposure",1,7/8/2015,,1.0,,1.0,None,0.0,,,2.166666667,39.0,18.0,https://doi.org/10.1371/journal.pcbi.1008879,Ten simple rules to cultivate transdisciplinary collaboration in data science,"Sahneh, Faryad; Balk, Meghan A.; Kisley, Marina; Chan, Chi-kwan; Fox, Mercury; Nord, Brian; Lyons, Eric; Swetnam, Tyson; Huppenkothen, Daniela; Sutherland, Will; Walls, Ramona L.; Quinn, Daven P.; Tarin, Tonantzin; LeBauer, David; Ribes, David; Birnie, Dunbar P.; Lushbough, Carol; Carr, Eric; Nearing, Grey; Fischer, Jeremy; Tyle, Kevin; Carrasco, Luis; Lang, Meagan; Rose, Peter W.; Rushforth, Richard R.; Roy, Samapriya; Matheson, Thomas; Lee, Tina; Brown, C. Titus; Teal, Tracy K.; Papeș, Monica; Kobourov, Stephen; Merchant, Nirav",PLOS Computational Biology,National Science Foundation,BOLIVAR TECHNICAL COLLEGE,1135 NORTH OAKLAND AVENUE,MO,USA,POLK,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490203,www.bolivarcollege.org,65,Ecole Polytechnique,Europe
65,65.0,"Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie",Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__,"Infect. Immun. Mar. 2010, p. 994Ä1003 Vol. 78, No. 3",10.1128/IAI.00956-09,2010.0,IAI,,,1.0,,"Multiple cases of duplicated blots, stretched",1,,,,1.0,1.0,"Division of High-risk Pathogen Research, Center for Infectious Diseases, National Institute of Health, 194 Tongil-Lo, Eunpyung-gu, Seoul 122-701, Korea.",17.0,,,1.181818182,13.0,11.0,https://doi.org/10.1371/journal.pone.0233872,"Alpha-, beta-, and gamma-diversity of bacteria varies across habitats","Walters, Kendra E.; Martiny, Jennifer B.",PLOS ONE,National Science Foundation,BALDY VIEW REGIONAL OCCUPATIONAL PROGRAM,1501 BON VIEW AVENUE,CA,USA,SAN BERNARDINO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490212,www.baldyviewrop.com,66,University of Washington,North America
66,66.0,"Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto",Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__,"Infect. Immun. Feb. 2011, p. 895Ä904 Vol. 79, No. 2",10.1128/IAI.01203-10,2011.0,IAI,,1.0,,,"Duplicated FACS plots, multiple cases",1,10/15/2015,,1.0,,1.0,"Department of Microbiology and Immunology, Nihon University School of Dentistry at Matsudo, 2-870-1 Sakaecho-Nishi, Matsudo, Chiba 271-8587, Japan.",13.0,,,68.0,136.0,2.0,https://doi.org/10.1371/journal.pone.0240887,The BBSome restricts entry of tagged carbonic anhydrase 6 into the cis-flagellum of Chlamydomonas reinhardtii,"Yu, Kewei; Liu, Peiwei; Venkatachalam, Dipna; Hopkinson, Brian M.; Lechtreck, Karl F.",PLOS ONE,National Science Foundation,MAK BEAUTY INSTITUTE,570 LAKELAND PLAZA,GA,USA,FORSYTH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490221,makbeautyinstitute.com,67,Osaka University,Asia
67,67.0,"Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet",Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__,"Infect. Immun. May 2011, p. 1936Ä1950 Vol. 79, No. 5",10.1128/IAI.00805-10,2011.0,IAI,,,1.0,,"Duplicated blot strips, stretched",1,7/8/2015,,1.0,,1.0,"Université de Lyon, Université Lyon 1, CNRS UMR 5240 ""Microbiologie, Adaptation et Pathogénie,"" 69622 Villeurbanne, France.",15.0,,,0.75,3.0,4.0,https://doi.org/10.1371/journal.pone.0239408,A general approach to detecting migration events in digital trace data,"Chi, Guanghua; Lin, Fengyang; Chi, Guangqing; Blumenstock, Joshua",PLOS ONE,National Science Foundation,REFORMED UNIVERSITY,1724 ATKINSON ROAD,GA,USA,GWINNETT,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490230,runiv.edu,68,Zhejiang University,Asia
68,68.0,"Asim A. Siddiqui, Jia Xainli, Jesse Schloegel, Lenore Carias, Francis Ntumngia, Menachem Shoham, Joanne L. Casey, Michael Foley, John H. Adams, and Christopher L. King",Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes,"Infect. Immun. 2012, 80(8):2920",10.1128/IAI.00206-12,2012.0,IAI,,,1.0,,"duplicated, shifted, rotated blot strips/lanes",1,6/1/2015,1.0,,,1.0,"Case Western Reserve University, Center for Global Health and Diseases, Cleveland, Ohio, USA",21.0,,,1.461538462,19.0,13.0,https://doi.org/10.1371/journal.pone.0262281,"Queen triggerfish Balistes vetula: Validation of otolith-based age, growth, and longevity estimates via application of bomb radiocarbon","Shervette, Virginia R.; Rivera Hernández, Jesús M.",PLOS ONE,National Science Foundation,MOBILE TECHNICAL TRAINING,460 US HIGHWAY 46,NJ,USA,BERGEN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490249,www.mobiletechtraining.com,69,Georgia Institute of Technology,North America
69,69.0,"Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, and Samithamby Jeyaseelan",NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection,"Infect. Immun. 2012, 80(7):2558",10.1128/IAI.06230-11,2012.0,IAI,,,1.0,,"duplicated, shifted blot panels",1,5/1/2015,1.0,,,1.0,"Laboratory of Lung Biology, Department of Pathobiological Sciences and Center for Experimental Infectious Disease Research, Harvard Medical School, Boston, Massachusetts, USA",15.0,,,0.909090909,10.0,11.0,https://doi.org/10.1371/journal.pone.0241443,A simulation framework for bio-inspired sonar sensing with Unmanned Aerial Vehicles,"Tanveer, M. Hassan; Wu, Xiaowei; Thomas, Antony; Ming, Chen; Müller, Rolf; Tokekar, Pratap; Zhu, Hongxiao",PLOS ONE,National Science Foundation,AMERICAN BARBER ACADEMY,110 MORGANTOWN ROAD,PA,USA,BERKS,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490258,americanbarberacademy.com,69,University of Glasgow,Europe
70,70.0,"Javier Santander, Greg Golden, Soo-Young Wanda, and Roy Curtiss III",Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host,"Infect. Immun. 2012, 80(8):2689",10.1128/IAI.00013-12,2012.0,IAI,,,1.0,,rotated duplicated colony photo,1,12/1/2015,,1.0,,1.0,"The Biodesign Institute, Center for Infectious Diseases and Vaccinology, Arizona State University, Tempe, Arizona, USA. jasantanderm@asu.edu",9.0,Ph.D. Microbiology,,8.166666667,49.0,6.0,https://doi.org/10.1371/journal.pcbi.1008262,Characterizing chromatin folding coordinate and landscape with deep learning,"Xie, Wen Jun; Qi, Yifeng; Zhang, Bin; Morozov, Alexandre V.",PLOS Computational Biology,National Science Foundation,MASTER'S BARBER & STYLING COLLEGE,14665 D LEBANON ROAD,TN,USA,WILSON,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490267,mastersbarbercollege.edu,71,University of Illinois at Urbana-Champaign,North America
71,71.0,"Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown","Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale","Infect. Immun. 2012, 80(1):215",10.1128/IAI.05798-11,2012.0,IAI,,,1.0,,"duplicated blot strips, slightly shifted",1,,,,1.0,1.0,"Program in Vector-Borne Diseases, Department of Veterinary Microbiology and Pathology, Paul G. Allen School for Global Animal Health, Washington State University, Pullman, Washington, USA.",13.0,DVM,,0.75,6.0,8.0,https://doi.org/10.1371/journal.pone.0237970,"The organizational production of earnings inequalities, Germany 1995–2010","Tomaskovic-Devey, Donald; Melzer, Silvia Maja",PLOS ONE,National Science Foundation,YESHIVA SHAAR EPHRAIM,178 MAPLE AVENUE,NY,USA,ROCKLAND,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490276,shaarephraim.org,72,National Taiwan University (NTU),Asia
72,72.0,"Wael Abdel Halim Hegazy, Xin Xu, Leonid Metelitsa, and Michael Hensel",Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens,"Infect. Immun. 2012, 80(3):1193",10.1128/IAI.06056-11,2012.0,IAI,,1.0,,,"duplicated gel panels, exact duplicate",1,,,1.0,,1.0,"Mikrobiologisches Institut, Universitätsklinikum Erlangen, Erlangen, Germany.",9.0,Dr. rer. nat.,,0.875,7.0,8.0,https://doi.org/10.1371/journal.pone.0240480,Identification of antibiotics for use in selection of the chytrid fungi Batrachochytrium dendrobatidis and Batrachochytrium salamandrivorans,"Robinson, Kristyn A.; Dunn, Mallory; Hussey, Shane P.; Fritz-Laylin, Lillian K.",PLOS ONE,National Science Foundation,CALIFORNIA INSTITUTE OF ARTS & TECHNOLOGY,2820 CAMINO DEL RIO SOUTH SUITE 100,CA,USA,SAN DIEGO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490285,www.ciat.edu,73,Universidad de Buenos Aires (UBA),Latin America
73,73.0,"Yun Sun, Wen-Jiang Zheng, Yong-Hua Hu, Bo-Guang Sun, and Li Sun","Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection","Infect. Immun. 2012, 80(8):2948",10.1128/IAI.00063-12,2012.0,IAI,,,1.0,,"very similar negative microscopy images, very similar cell grouping in other image",1,,,,1.0,1.0,"Key Laboratory of Experimental Marine Biology, Institute of Oceanology, Chinese Academy of Sciences, Qingdao, China.",11.0,,,60.0,300.0,5.0,https://doi.org/10.1371/journal.pone.0238019,The responsiveness of criminal networks to intentional attacks: Disrupting darknet drug trade,"Duxbury, Scott; Haynie, Dana L.",PLOS ONE,National Science Foundation,"ELITE COSMETOLOGY, BARBER & SPA ACADEMY",2606 WEST NOB HILL BOULEVARD,WA,USA,YAKIMA,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490294,elitecbsacademy.com,74,Durham University,Europe
